Skor M2 (Skills),Skor M5 (Compass),Skor M8 (Ambisi),Skor M9 (Resiliensi),Semester,IPK,Ekspektasi Gaji,Minat Wirausaha,Rencana S2/Sertifikasi,Frekuensi Belajar,Level Bahasa Inggris,Motivasi,Cognitive Style,Work Style,Kultur Kerja,Ukuran Perusahaan,PCA1,PCA2,Cluster
10,9,9,9,2,4,2,5,3,3,2,prestige,analytical,big,formal,big,2.966423754490742,-0.918163897718233,1
12,8,8,6,4,4,2,4,3,2,3,money,analytical,small,collab,mid,1.4521453524590286,1.772464687999048,2
9,8,5,7,3,4,2,4,1,2,2,impact,analytical,small,collab,flex,-0.9315489714341729,0.5807284674707182,2
9,8,5,7,3,4,1,5,2,1,2,freedom,social,small,formal,flex,-1.0244856570060032,0.42780472692346944,2
7,8,5,5,3,4,1,4,2,2,1,growth,social,small,formal,flex,-2.0357923385098835,-0.2314626314178175,0
7,8,7,7,3,4,3,4,2,2,1,impact,social,small,collab,flex,-0.3389916886631931,-1.0520809157848934,2
6,8,6,7,2,4,5,3,3,2,1,impact,social,small,collab,mid,-0.13751311907556882,-1.7016941576962634,2
9,9,5,7,3,4,1,4,2,2,2,growth,social,flex,formal,flex,-0.4541241763538035,0.7431034931922892,2
4,8,6,5,2,4,1,4,3,2,1,impact,social,solo,collab,flex,-1.8142096640571133,-1.3808186024177878,0
6,8,6,6,3,4,2,4,2,2,1,money,social,solo,collab,mid,-1.366823399994027,-0.7796788755184826,0
9,8,6,8,3,4,1,4,2,3,2,prestige,analytical,small,collab,mid,0.28307780054503234,0.6559760154922661,2
9,9,8,7,3,3,3,3,3,2,2,growth,analytical,flex,agile,mid,1.2064869497271995,-0.43296280815912686,2
9,9,7,6,5,4,2,5,2,3,3,money,creative,small,collab,startup,1.2356423292304708,1.4273810609302624,2
6,8,5,4,3,4,2,3,2,1,1,growth,analytical,big,formal,mid,-2.851190477172179,-0.4402572456137002,0
6,7,5,7,3,2,1,5,2,2,1,freedom,social,big,formal,flex,-1.7230064532508065,-1.5464065522950072,0
6,7,6,5,3,4,2,4,2,1,1,money,social,solo,formal,flex,-2.4197191850151163,-0.6109215007459984,0
4,8,2,1,3,4,2,1,1,1,1,money,analytical,solo,formal,big,-5.97299134435645,0.5707283369577406,0
7,8,6,4,1,2,2,4,2,2,2,growth,social,solo,formal,mid,-1.512410729110668,-1.8188219905343124,0
8,9,4,9,1,4,1,3,2,2,1,impact,social,small,formal,startup,-1.1310099687063317,-0.6542065838247152,0
6,9,5,7,3,4,1,3,2,2,1,money,analytical,solo,formal,flex,-1.6864163281701363,-0.06549256098286263,0
7,9,5,7,1,4,1,5,2,2,1,money,social,solo,formal,flex,-1.0218989450986362,-1.536668335449997,0
6,8,6,7,3,4,2,3,2,2,1,impact,social,small,formal,mid,-1.3927527253979646,-0.5012102161816927,0
12,10,9,10,5,4,5,5,4,4,4,money,analytical,solo,result,flex,6.219215648181617,1.6315076207049184,1
8,8,6,7,3,4,2,3,2,2,1,money,analytical,solo,formal,flex,-1.030475955008494,0.024118658021273408,0
6,7,5,7,3,4,1,4,2,2,1,freedom,analytical,solo,collab,flex,-1.8905992668462652,-0.23591772098754557,0
8,7,5,7,3,3,1,3,2,2,1,impact,analytical,solo,collab,flex,-1.8609719592741012,-0.007307606693330228,0
3,6,2,1,3,2,1,1,1,1,2,growth,creative,solo,formal,big,-6.705940563912291,0.6289711474469682,0
9,8,7,7,3,4,1,4,3,2,2,growth,social,small,collab,mid,0.26655402250824256,0.4006195360781341,2
7,7,8,4,3,4,3,4,1,1,2,growth,strategic,small,agile,flex,-1.6160573822659097,-0.39738656400840694,0
7,8,2,4,3,4,1,1,2,1,2,money,social,solo,formal,mid,-4.229101077940553,2.090903640271834,0
8,10,8,5,1,3,3,4,3,2,2,impact,social,big,agile,startup,0.9611200433729876,-2.107880186173302,1
6,8,5,7,2,4,2,4,2,2,1,money,analytical,flex,formal,flex,-1.3541017880180741,-0.9611787318484187,0
7,8,5,7,3,3,2,5,1,3,1,growth,strategic,small,collab,mid,-0.8891945944656783,-1.3100196282150665,0
9,9,6,6,1,3,3,4,2,3,2,impact,social,big,agile,mid,0.5345700763580874,-1.3511271839705612,2
10,9,6,5,3,4,2,3,2,2,2,money,analytical,solo,formal,big,-0.5430438031702927,0.834906052146868,2
9,9,6,5,1,3,3,4,1,3,2,prestige,creative,small,agile,big,-0.17150235820502585,-1.3352014204250657,2
8,9,7,5,2,3,4,4,2,3,1,money,analytical,small,formal,big,0.2847312733421349,-2.127255845250485,2
9,10,8,7,2,3,4,4,3,3,2,impact,creative,big,formal,mid,2.3847074066813883,-1.611050007638194,1
10,7,6,7,3,4,2,4,2,2,2,impact,analytical,small,collab,mid,-0.27365034734025,0.6484514160957126,2
10,10,8,7,3,4,3,4,2,2,2,impact,analytical,big,agile,flex,1.5074834755498705,-0.2851104777421081,2
10,9,7,9,5,3,1,5,3,2,2,money,analytical,small,collab,flex,1.5076289598731265,0.6583543637941746,2
3,6,3,5,5,3,1,3,2,1,1,freedom,analytical,solo,formal,startup,-4.597672430802632,0.38818203104310794,0
9,8,5,7,3,4,1,5,2,2,2,growth,analytical,small,formal,flex,-0.497945953660101,0.4463341451632033,2
6,8,5,6,5,3,2,5,1,2,2,freedom,analytical,solo,formal,flex,-1.471776557532686,0.1915349871544388,0
6,9,5,6,5,4,2,3,2,2,2,impact,social,small,formal,flex,-1.326094361092987,1.2184066940310492,0
9,9,5,7,5,4,2,4,2,2,1,impact,strategic,big,formal,mid,-0.45545167441103257,0.578398953884062,2
10,9,7,8,5,4,5,5,3,2,1,money,analytical,big,collab,flex,2.107806568407237,-0.5583938201532123,2
7,8,6,9,5,3,1,5,1,3,1,freedom,analytical,solo,formal,flex,-0.31981936893312696,-0.20495524040273813,2
8,8,8,7,1,4,4,5,4,3,1,impact,social,flex,collab,flex,2.0962424215120703,-2.47384351552136,1
10,9,8,9,3,4,3,2,3,4,2,money,creative,solo,result,mid,2.4858989640114526,0.813138234349474,1
9,8,6,5,3,4,2,3,3,2,3,impact,analytical,small,result,flex,-0.2146774874844286,1.4875052930323927,2
11,9,8,7,4,4,5,5,2,2,2,freedom,analytical,solo,collab,flex,2.1768340409559066,-0.31194491775170324,1
13,8,4,5,4,4,2,4,1,2,4,growth,analytical,solo,collab,flex,-0.34682018593996905,3.3477114493871563,2
10,9,6,7,4,4,2,4,2,3,2,money,analytical,flex,collab,mid,0.8239639131718777,1.0261114254983126,2
8,8,7,5,1,4,3,3,2,2,1,impact,analytical,small,formal,flex,-1.0079699659575738,-1.4131212928374184,0
6,8,5,4,3,2,2,3,2,1,2,money,creative,solo,collab,mid,-2.701767846327494,-0.5215495557084121,0
13,8,5,7,3,4,1,3,2,2,3,growth,analytical,flex,collab,flex,0.09700096572194028,2.6445099226712965,2
6,10,8,8,3,4,1,5,2,4,1,growth,social,small,formal,startup,1.304711943562273,-1.5281501236791302,1
7,8,3,5,3,4,1,3,2,2,2,money,social,solo,formal,flex,-2.630453458975253,1.3161373602358224,0
6,8,5,6,5,3,1,5,2,2,1,money,analytical,flex,formal,flex,-1.5886626858177721,-0.20314213468099288,0
7,9,3,5,1,3,1,3,1,1,1,money,social,small,formal,mid,-3.6938235374580457,-1.0754526491089034,0
9,9,6,7,3,4,2,4,2,2,2,money,creative,flex,collab,flex,0.1263813397431498,0.42486980320951,2
6,8,5,3,2,1,2,3,2,2,1,prestige,creative,small,formal,mid,-2.907565452505416,-2.1748325514336693,0
8,7,5,5,5,3,1,5,2,2,2,money,social,big,formal,big,-1.45050850884228,0.8542242157712883,0
9,9,7,6,4,4,3,4,2,2,2,money,creative,small,collab,big,0.4222498429295209,0.3172444659767674,2
8,8,7,9,2,4,3,3,3,3,2,growth,analytical,flex,formal,flex,1.414584126829216,-0.13121962678134066,1
7,8,4,6,1,4,1,4,1,2,2,money,analytical,solo,collab,flex,-2.192640785922937,-0.15734271422474255,0
6,8,5,6,3,4,5,3,2,2,1,impact,social,small,collab,flex,-1.134875601157107,-0.9964075325088498,0
5,8,6,5,3,4,5,5,2,2,1,growth,social,big,formal,flex,-0.6603547705675352,-2.088781058636116,2
5,8,6,3,3,4,2,3,3,2,1,prestige,creative,small,agile,mid,-2.1206048518688734,-0.6763837465681253,0
8,8,6,7,3,3,2,4,2,2,2,growth,analytical,small,collab,startup,-0.3744251521305452,-0.3399348859759334,2
3,8,5,5,3,4,2,3,2,1,1,impact,strategic,small,collab,mid,-3.1683809284115627,-0.9357341843177239,0
6,10,4,7,1,4,1,3,2,3,2,money,analytical,solo,result,flex,-0.90836054025315,-0.18072918460716741,0
6,8,5,5,1,4,2,4,1,2,1,money,creative,small,formal,startup,-2.4164001415057337,-1.5338432657469918,0
9,7,5,8,3,4,2,3,2,3,2,money,strategic,solo,formal,flex,-0.36483969002459077,1.3254893622324504,2
6,8,4,6,3,3,2,2,1,2,2,impact,social,solo,collab,flex,-2.675208479214415,0.5441748532855428,0
10,10,8,7,4,3,2,4,2,2,2,growth,social,big,collab,mid,1.167670380462593,-0.13373725589412505,2
9,10,5,6,3,3,5,5,1,2,1,prestige,analytical,small,formal,flex,0.03217184116920413,-1.9489402315809985,2
6,8,5,5,2,2,2,3,2,2,1,money,strategic,flex,formal,startup,-2.2340504058498354,-1.5920096677355404,0
7,7,4,5,3,4,1,3,1,1,2,money,creative,small,collab,startup,-3.442713628510747,1.1074667966175349,0
11,9,5,7,2,4,3,1,2,1,1,growth,analytical,flex,formal,flex,-1.1944035760279947,0.48815358968188344,0
8,9,7,7,3,3,3,3,2,2,1,money,analytical,big,formal,big,-0.12507522791981504,-1.1334013338689397,2
6,8,7,4,3,2,3,3,2,2,1,growth,social,big,collab,mid,-1.6083038064661512,-1.8819903212352291,0
11,10,7,10,5,4,3,3,1,4,2,money,creative,flex,formal,flex,2.36451877081704,1.6806820482725777,1
9,7,6,7,3,4,2,3,3,2,2,growth,creative,flex,collab,flex,-0.22073233255299124,0.9803247764835427,2
10,8,6,7,3,4,2,4,2,2,1,money,analytical,solo,agile,mid,-0.3246550876239283,-0.08283524679849988,2
9,7,6,7,3,4,2,3,3,3,2,growth,creative,flex,collab,flex,0.2523549362696129,1.0477598121175606,2
10,10,8,6,3,3,4,5,2,1,1,money,strategic,flex,agile,startup,0.9652416706715845,-2.0621544214061385,2
11,10,9,7,3,4,3,4,3,3,4,growth,social,big,formal,big,3.5330895395077313,1.1245280410151317,1
9,9,6,7,2,4,2,3,3,2,2,money,analytical,small,formal,mid,0.16352708827890938,0.20662462866675885,2
11,10,8,7,3,4,2,5,3,3,3,money,strategic,small,collab,big,2.86844675544817,0.5432088330628412,1
6,9,8,7,3,3,3,5,3,2,1,money,analytical,small,collab,big,0.7920774662923098,-2.419066470386898,2
6,8,6,7,2,4,2,4,2,2,2,money,analytical,small,collab,flex,-0.7842661066849572,-0.4803774898416803,2
8,8,5,6,3,4,2,3,2,2,1,growth,analytical,solo,collab,flex,-1.5229371797856235,0.07024312254485063,0
7,7,6,9,3,3,1,5,2,2,1,freedom,analytical,small,collab,mid,-0.648527674019282,-1.1635610418900764,2
7,9,7,6,3,3,5,5,2,2,1,impact,strategic,solo,agile,mid,0.535627186661459,-2.5462822155818166,2
13,8,8,8,2,3,3,4,3,3,3,growth,social,small,collab,mid,2.81977013902595,0.3189416947815746,1
9,8,8,7,3,3,5,5,3,2,1,growth,strategic,flex,collab,big,1.7308205049413499,-2.2473152920883437,1
11,9,5,7,3,4,1,2,2,2,3,prestige,creative,small,result,mid,-0.3591859906619368,2.4550135841025646,2
9,8,7,8,3,4,3,3,2,2,3,money,analytical,flex,agile,big,0.8291767969905945,1.1454133565355724,2
9,9,7,8,4,3,2,4,2,3,2,impact,creative,small,collab,big,1.1446094079613909,0.06390742819129966,2
10,8,5,6,3,4,1,4,2,2,2,impact,analytical,small,formal,mid,-0.8662504344397028,0.9245685296145852,2
11,10,6,9,1,2,2,5,2,3,2,growth,analytical,solo,formal,mid,1.8713133867783074,-1.7257272251997808,1
8,9,5,7,5,3,2,4,2,2,2,money,social,flex,collab,flex,-0.3873391991967304,0.8538236650247091,2
7,9,7,6,5,2,2,4,2,2,1,prestige,analytical,small,formal,big,-0.5948504719985783,-1.0689743433433045,2
10,10,8,9,5,2,3,4,2,3,3,growth,strategic,flex,formal,big,2.822052663342576,0.4661986250745949,1
6,7,5,5,3,3,2,3,2,2,1,growth,creative,small,collab,big,-2.4413211896959135,-0.7087017423056124,0
11,9,4,7,3,4,2,2,2,2,2,money,analytical,small,collab,mid,-0.7597994338503817,1.7128276579506625,2
6,8,5,7,2,3,2,3,2,2,1,impact,social,small,collab,flex,-1.7500555260629898,-1.2016052217304096,0
7,8,7,8,5,4,4,4,2,2,2,impact,analytical,flex,collab,flex,0.697654392301301,0.37238883454723687,2
10,10,7,9,5,2,3,3,2,3,3,money,strategic,flex,formal,big,2.186473608433136,1.1084645415178598,1
9,8,5,5,5,4,2,2,2,2,2,money,strategic,solo,formal,flex,-1.5982791691977054,2.3922797125652924,0
11,10,7,8,5,2,3,3,2,3,3,money,strategic,flex,formal,big,2.1001089045757433,1.2809758819578019,1
7,9,8,7,2,2,3,3,3,3,2,growth,social,big,collab,mid,1.1625018039429977,-1.6961181078500056,1
10,10,8,7,3,2,4,4,3,3,2,growth,analytical,small,formal,flex,2.481235596737663,-1.3883477343301118,1
9,8,8,6,3,4,2,4,3,2,2,money,analytical,solo,formal,mid,0.5538866280392685,0.11825228032910523,2
7,8,8,5,3,3,4,3,2,2,2,growth,social,small,collab,mid,-0.2790477722058973,-0.9143923947880562,2
8,8,8,6,3,3,3,4,2,2,2,impact,social,small,result,mid,0.18959247058602885,-0.8628637546374505,2
9,8,5,8,5,3,1,5,1,3,1,freedom,analytical,solo,formal,flex,-0.5316584018880737,0.30873334903982913,2
9,7,5,5,5,4,1,4,3,2,2,money,strategic,solo,formal,flex,-1.1359425199588769,2.0128070188621696,2
9,9,7,9,5,4,2,5,2,2,2,money,analytical,flex,agile,flex,1.3252382364577915,0.7873810276740867,2
7,9,8,5,3,3,3,4,4,2,1,impact,social,small,collab,startup,0.5713999654089954,-1.9554520971544684,2
6,8,5,7,3,3,1,3,2,2,1,freedom,analytical,solo,formal,mid,-1.9663912004831816,-0.528440675156687,0
8,10,9,10,3,4,5,5,4,4,1,freedom,strategic,flex,result,flex,4.583311491703428,-2.1361134910339588,1
9,8,6,3,1,1,3,2,2,3,4,prestige,analytical,small,agile,startup,-0.5575212452149301,0.03135026779129498,0
6,7,7,7,3,4,2,5,3,3,2,growth,analytical,solo,collab,flex,0.5265985503915902,-0.44405378911244914,2
9,9,5,7,4,4,2,3,3,2,2,money,social,small,formal,big,-0.09002534858313425,1.2681749696689768,2
9,9,7,10,3,4,2,4,2,4,2,money,analytical,flex,collab,startup,2.2167414740659845,0.28116910852310856,1
10,9,5,9,3,4,2,3,2,3,1,money,creative,small,agile,flex,0.32442055415084725,0.4591822540118305,2
9,8,8,8,4,3,2,5,3,4,1,money,analytical,small,collab,flex,1.9590459857831102,-0.8143619477046677,1
6,8,7,6,3,3,2,4,3,2,2,freedom,analytical,small,agile,flex,-0.2762411413821065,-0.7274623394746286,2
10,9,6,7,5,4,2,4,2,2,3,growth,analytical,small,collab,mid,0.6572362396292966,1.9799638065937002,2
9,8,6,7,5,3,2,4,2,2,1,growth,creative,small,formal,mid,-0.5440667021789172,0.09086840394727211,2
6,7,4,7,1,4,1,2,2,2,2,growth,social,solo,formal,flex,-2.5298860612691536,0.49064373007195755,0
6,8,4,4,3,4,1,3,2,1,1,impact,strategic,small,collab,flex,-3.4827348785207692,0.0650226069898305,0
9,9,10,9,3,4,4,5,4,3,2,impact,analytical,big,formal,flex,4.043049802734276,-1.2072717769341315,1
10,8,7,7,3,4,2,4,3,2,2,growth,analytical,small,collab,flex,0.7420460803443221,0.39487202448703257,2
8,8,8,8,5,4,3,5,3,3,2,impact,social,flex,formal,mid,2.0503788707940434,0.259246395956147,1
9,10,8,9,3,4,4,5,3,3,2,money,analytical,small,agile,startup,3.2531830472037337,-1.0025619890491104,1
8,9,6,6,3,4,3,3,4,2,2,growth,analytical,solo,result,flex,0.5522542471111307,0.22136043483151077,2
9,8,6,4,3,4,5,4,2,2,2,money,analytical,flex,formal,mid,-0.13842209502589248,-0.22811520895911236,2
9,8,5,7,5,4,2,3,2,3,3,money,analytical,flex,collab,flex,0.12161872541513485,2.7850723652040195,2
7,8,8,6,3,3,4,3,3,3,3,impact,creative,small,collab,startup,1.264006913726831,-0.15284022440345382,1
11,9,5,6,3,3,2,2,2,3,3,money,analytical,flex,formal,flex,0.08323529448639577,2.0037183935090335,2
7,8,8,6,3,4,4,3,3,3,3,impact,social,big,collab,startup,1.3530759820338358,0.29686510135282823,1
9,10,6,8,3,4,2,5,2,2,1,impact,strategic,flex,agile,big,0.7537821745135067,-0.9922529331534181,2
6,9,6,6,3,4,4,3,2,3,2,impact,social,small,result,startup,0.02865059123995821,-0.3742647570145324,2
9,10,8,7,2,4,3,4,3,3,1,growth,social,small,collab,startup,1.8038019254389,-1.660152934902001,1
10,8,3,7,5,4,2,3,1,2,2,money,analytical,small,formal,mid,-1.6574301846382076,2.4147791305767683,0
8,8,8,5,3,3,3,3,3,3,3,money,strategic,big,agile,mid,0.9508528422811378,0.38380944850219306,1
9,8,7,6,2,2,3,4,2,3,2,impact,social,big,formal,mid,0.4828450517938773,-1.3785815753410637,2
9,10,8,5,3,3,3,4,2,3,2,growth,social,big,collab,mid,1.1804935105942183,-0.9383818967341816,1
9,10,8,7,3,3,3,4,3,2,2,impact,social,small,collab,mid,1.601334690813137,-0.997282995093971,1
10,10,7,7,3,3,3,4,2,3,2,impact,social,big,collab,mid,1.5755415114860045,-0.5891446122266629,1
8,8,6,8,5,4,2,4,2,2,1,impact,analytical,flex,collab,flex,-0.2958440754960702,0.47392649357979694,2
9,10,8,6,3,3,2,4,3,1,1,growth,creative,small,agile,big,0.3700892936979069,-1.5616582421504368,2
6,9,6,7,5,3,4,5,2,2,1,growth,analytical,small,formal,mid,0.03164521358026229,-1.4526592881631049,2
9,10,8,5,2,3,3,4,3,3,2,money,creative,big,formal,mid,1.5468432802346106,-1.2809267794163164,1
10,10,8,5,3,3,3,4,2,2,2,money,creative,small,agile,mid,0.8230595648183339,-0.7011827574651486,2
11,10,10,5,3,3,3,4,3,3,3,prestige,creative,small,agile,mid,2.8806642490934604,-0.16372317462041944,1
9,10,7,7,3,3,3,4,2,3,2,money,social,small,agile,startup,1.3391409323075725,-0.665600582676182,1
9,10,7,7,2,3,3,4,2,3,2,impact,creative,big,agile,mid,1.4255557696015573,-1.2005245966897893,1
8,10,8,9,4,4,5,5,3,3,1,impact,analytical,big,collab,big,3.1409869336555065,-1.8061597233840263,1
10,10,7,4,2,3,2,4,2,1,2,prestige,social,big,agile,mid,-0.4398562548098401,-0.9145464206879182,2
9,10,8,5,3,3,3,4,2,3,1,growth,creative,small,formal,big,0.8286870841953096,-1.6495094678004534,2
10,10,7,7,2,3,2,4,2,2,2,impact,creative,big,collab,mid,0.8365447659322294,-0.8675330342848964,2
9,10,5,6,2,3,2,4,1,3,2,money,creative,small,agile,mid,-0.259858888541691,-0.5114033525474418,2
9,10,7,5,3,3,3,4,2,1,2,prestige,creative,big,collab,mid,-0.0611601671187751,-0.8773456732359938,2
11,10,8,8,2,3,3,4,2,3,2,impact,strategic,small,agile,startup,2.3196296071801776,-1.0191065013579534,1
10,10,8,5,3,3,2,4,3,2,2,growth,social,big,collab,mid,1.0551085739096717,-0.604473131773202,2
11,10,8,6,2,3,3,4,2,2,2,impact,creative,small,collab,startup,1.2796904845157622,-1.110295857487113,1
11,10,8,6,2,3,3,4,2,2,3,prestige,creative,small,agile,mid,1.603821240407569,-0.3392617888661789,1
11,9,7,7,2,4,3,3,2,2,2,money,strategic,big,formal,big,0.7658230005763047,0.14795302774454372,2
9,10,8,7,2,3,3,4,2,2,2,money,creative,big,formal,mid,1.1645907080756992,-1.3326304376421994,2
11,7,8,6,3,4,2,5,3,1,2,growth,analytical,flex,collab,big,0.6440497086970567,0.04815167763998584,2
6,8,6,7,5,3,2,5,2,2,1,money,analytical,small,formal,mid,-0.8302651903949125,-0.7305807266459199,2
8,10,6,5,5,4,1,4,2,3,1,money,analytical,flex,collab,flex,-0.37584976380048696,0.578443196074545,2
9,10,7,9,3,4,3,5,2,3,2,money,strategic,flex,agile,mid,2.3101579003933166,-0.4844215610351828,1
11,8,7,8,5,4,2,5,2,2,2,money,analytical,flex,formal,flex,1.0890542122903433,1.2860626982505976,2
13,8,8,7,3,4,3,4,2,3,2,prestige,strategic,flex,formal,big,1.98735986468599,0.6088713656204221,1
4,8,5,7,1,4,1,4,2,3,1,money,analytical,small,formal,flex,-1.6210237015780848,-1.5098555924440376,0
9,8,8,9,3,4,2,5,2,4,2,growth,social,big,formal,flex,2.186706210528241,-0.14900912273815953,1
6,8,7,5,2,3,3,5,2,2,1,freedom,strategic,solo,collab,flex,-0.7854859216331835,-2.4651073894722813,0
9,10,8,9,3,4,3,5,2,4,1,prestige,strategic,flex,result,big,2.8302929329359703,-1.4113731879405662,1
7,8,6,6,3,4,2,5,2,1,1,freedom,creative,big,collab,startup,-1.2487246811499064,-1.1663945180485011,2
6,8,6,6,3,3,2,4,2,2,2,money,creative,flex,collab,flex,-0.9979833908216331,-0.422838820416582,0
9,10,8,8,3,4,3,5,2,2,1,freedom,social,small,agile,mid,1.4508526254159675,-1.5669872784418903,2
6,8,4,5,3,3,2,3,1,1,2,money,analytical,small,collab,flex,-3.145394732981746,0.1563510458055559,0
8,8,5,7,3,3,2,3,2,2,1,money,creative,small,collab,flex,-1.3840941953041197,-0.29599046165635856,0
9,10,8,8,3,4,4,5,2,2,1,impact,social,flex,formal,mid,1.7642814361140828,-1.77784075876956,2
8,10,5,6,2,2,2,3,2,2,1,money,analytical,solo,agile,mid,-1.104838226349065,-1.572431896972067,0
11,10,8,9,3,4,3,5,2,3,3,impact,analytical,flex,formal,mid,3.2851422212812977,0.29605363912491484,1
10,10,9,9,3,4,3,5,2,4,2,prestige,strategic,flex,formal,big,3.59229201635082,-0.6767533970319182,1
9,8,4,5,3,3,2,3,1,2,2,money,creative,small,collab,flex,-2.1497198109113107,0.7691445142698461,0
8,10,8,4,3,3,5,5,3,2,1,impact,analytical,solo,formal,mid,1.1491879028300005,-2.7222104270280774,2
9,10,7,8,3,4,2,5,2,3,1,impact,strategic,small,formal,mid,1.3403376815588912,-1.1046135873159237,2
13,10,10,9,3,3,4,5,3,3,2,money,strategic,flex,formal,mid,4.542250981597821,-0.9973608489759711,1
12,8,5,8,4,4,2,4,2,3,2,impact,analytical,small,formal,mid,0.785102314932205,1.5618455479429403,2
9,8,6,5,3,4,3,5,2,2,3,money,strategic,flex,collab,flex,0.2164538616712655,0.6755298497839071,2
7,9,7,6,3,4,4,3,2,2,2,money,strategic,big,formal,big,0.07834447579767397,-0.3357598562236746,2
6,7,5,5,3,3,3,3,2,2,2,impact,analytical,small,formal,flex,-1.9249249793783711,-0.12453504620847367,0
5,8,4,7,3,3,1,3,2,2,1,freedom,analytical,small,formal,flex,-2.476557534522091,-0.48457262563003967,0
10,8,6,7,3,4,2,2,3,2,2,prestige,analytical,flex,formal,flex,-0.08427551803234766,1.405903224033546,2
7,8,6,7,3,3,2,3,2,3,1,growth,analytical,small,formal,flex,-0.7537824980295582,-0.6725249526139676,0
13,10,9,9,1,4,2,5,3,4,3,growth,analytical,big,collab,flex,4.545763547608762,-0.1482003048029257,1
8,9,3,5,3,4,2,3,1,2,1,money,analytical,flex,formal,flex,-2.56117642850837,0.41407393950278487,0
13,8,8,7,3,4,3,5,2,3,2,prestige,strategic,flex,collab,big,2.300160147619144,0.214347406934597,1
7,8,3,5,4,4,2,3,1,1,2,money,analytical,small,collab,mid,-3.1887455804314104,1.3458835572764565,0
9,9,7,7,3,3,2,2,3,2,3,money,analytical,small,formal,big,0.5301954879113322,1.088797392883819,2
11,9,7,7,3,3,4,4,3,3,3,money,social,big,collab,big,2.5235892681067975,0.2620793010665548,1
12,7,8,9,3,4,2,3,3,4,2,money,analytical,small,formal,big,2.300577473029164,1.25098445268739,1
9,9,7,7,3,4,2,4,3,3,2,impact,analytical,flex,collab,mid,1.4049982186650007,0.1224766352836231,1
12,9,8,7,3,4,2,4,3,3,2,prestige,strategic,small,formal,mid,2.1158421165358288,0.49629553128886766,1
8,8,2,7,3,4,1,3,1,2,2,money,social,small,formal,flex,-2.6814625581092453,1.6507664441886352,0
8,9,8,9,3,3,2,4,3,4,2,growth,analytical,flex,agile,flex,2.5068645959239193,-0.5319196145067892,1
10,9,5,7,3,3,2,3,2,2,2,growth,analytical,small,collab,flex,-0.3631334055613534,0.5026455455120217,2
8,8,5,6,3,4,2,4,2,2,2,money,creative,flex,result,mid,-0.8643083511314942,0.49468272449910017,2
6,8,8,7,3,2,3,5,3,2,1,money,analytical,flex,result,big,0.5798868204708016,-2.682218509891581,2
9,8,8,8,3,4,2,5,3,2,2,money,social,small,formal,flex,1.301456980256921,-0.18567768295707943,2
9,8,6,7,3,4,3,4,2,2,2,money,social,flex,agile,big,0.17723133260612367,0.23366855531171746,2
9,9,6,6,3,4,2,5,2,2,2,money,analytical,small,collab,mid,0.0782337195985384,-0.09919812741509074,2
9,9,5,6,3,4,1,4,2,2,1,prestige,analytical,solo,formal,mid,-1.0899185556009936,-0.06996073435976727,2
9,8,8,9,1,3,2,5,2,4,3,money,analytical,flex,formal,big,2.496387495626187,-0.7689673366358551,1
7,8,6,5,3,2,2,4,2,2,1,money,analytical,small,collab,startup,-1.5079505723339135,-1.6027214869755284,0
10,8,4,7,3,4,2,3,2,1,3,growth,social,flex,formal,flex,-1.0132188610828665,2.0162529929221766,2
7,8,9,7,2,4,3,4,3,3,2,impact,creative,small,collab,big,1.5701737311532669,-1.1675892096178468,1
8,8,7,6,4,3,2,5,2,2,1,money,analytical,solo,formal,startup,-0.41818090191460167,-1.0051986070354682,2
9,8,8,7,3,4,2,4,3,2,2,impact,analytical,small,collab,big,0.9150758658232221,-0.04753763972751066,2
8,7,6,6,3,4,2,4,2,3,3,money,analytical,flex,collab,startup,-0.019491944789905902,1.2049942772141229,2
5,9,5,5,4,3,2,3,1,2,1,growth,social,small,formal,mid,-2.587264484315212,-0.6635418797940815,0
13,10,10,8,4,4,3,5,3,4,3,growth,social,big,result,startup,4.934099125411879,0.737727319966306,1
9,9,5,7,3,4,3,4,1,2,1,growth,social,small,formal,big,-0.7168175372763717,-0.5940815182935127,2
9,8,6,6,3,4,3,4,2,2,1,money,analytical,small,collab,flex,-0.5506674991345772,-0.4585750655714466,2
6,8,3,5,3,4,1,3,2,1,1,impact,social,small,collab,startup,-3.5272073453871413,0.12447413907574731,0
10,10,5,7,4,4,2,4,2,2,1,growth,analytical,small,agile,big,0.019470167916484926,0.0946492949555918,2
7,9,6,8,3,4,2,3,3,3,2,impact,strategic,small,collab,mid,0.6327890252946708,0.2962738591665863,2
9,7,6,5,2,4,2,3,2,2,2,money,analytical,solo,formal,mid,-1.3384467112727414,0.527406652103488,0
8,8,6,5,3,4,1,3,3,2,2,money,social,solo,formal,flex,-1.101035831460996,0.979244146928182,0
10,8,7,9,3,4,2,5,2,3,2,freedom,social,flex,collab,flex,1.6280106485699046,0.20144975297416903,1
10,9,6,8,3,3,2,4,2,3,4,money,analytical,flex,collab,flex,1.663800693649619,1.6126956860838277,1
7,7,5,7,3,4,2,4,2,2,2,prestige,analytical,solo,collab,flex,-1.1159188030182767,0.4074407627572813,0
5,6,5,3,5,3,1,2,2,2,2,money,strategic,solo,formal,flex,-3.710610520861119,1.7518468631734714,0
